#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
0401D,15320,22104,VESTUARIO,400,0,400,5873.79
0401D,15320,22199,OTROS SUMINISTROS,250,0,250,0
0401D,15320,22602,PUBLICIDAD Y PROPAGANDA,250,0,250,0
0401D,15320,22603,PUBLICACIÓN EN DIARIOS OFICIALES,0,0,0,624.02
0401D,15320,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,2532.7
0401D,15320,22699,OTROS GASTOS DIVERSOS,1815,0,1815,32.9
0401D,15320,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,1055,0,1055,0
0401D,15320,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,4485990.3,0,4485990.3,4500174.17
0401D,15320,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,400,0,400,0
0401D,15320,23020,DIETAS DEL PERSONAL NO DIRECTIVO,250,0,250,0
0401D,15320,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,1850,0,1850,0
0401D,15320,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,100,0,100,0
0401D,15320,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,200000,-2690,197310,184307.5
0401D,15320,61900,OTRAS REPOSICIONES DE USO GENERAL,0,148501.54,148501.54,142403.24
0401D,15320,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",0,2690,2690,627.45
0402A,16500,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11622.84,0,11622.84,11739.12
0402A,16500,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,3371.52,0,3371.52,3406.08
0402A,16500,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,4706.04,0,4706.04,4753.79
0402A,16500,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,5329.2,0,5329.2,5382.6
0402A,16500,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,11971.68,125,12096.68,12095.16
0402A,16500,12300,RESIDENCIA PERSONAL FUNCIONARIO,1699.2,0,1699.2,1716.24
0402A,16500,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,287018.9,0,287018.9,226155.79
0402A,16500,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,271016.77,0,271016.77,215781.84
0402A,16500,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,16159.8,0,16159.8,13749.32
0402A,16500,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,524017.68,0,524017.68,509118.58
0402A,16500,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,36809.76,0,36809.76,37182.98
0402A,16500,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,87883.08,0,87883.08,69817.93
0402A,16500,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1500,0,1500,0
0402A,16500,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2000,0,2000,3496.73
0402A,16500,22100,ENERGÍA ELÉCTRICA,5326000,1435910.92,6761910.92,5212247.51
0402A,16500,22104,VESTUARIO,14000,0,14000,13999.87
0402A,16500,22109,ÚTILES Y HERRAMIENTAS,3500,0,3500,3499.98
0402A,16500,22199,OTROS SUMINISTROS,285498.42,0,285498.42,285465.18
0402A,16500,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,800458.61,800458.61,1729066.17
0402A,16500,22699,OTROS GASTOS DIVERSOS,4000,-754.17,3245.83,840
0402A,16500,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,0,0,0,0
0402A,16500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,678223.32,0,678223.32,679103
0402A,16500,23020,DIETAS DEL PERSONAL NO DIRECTIVO,1000,0,1000,0
0402A,16500,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1000,0,1000,0
0402A,16500,62200,EDIFICIOS Y OTRAS CONSTRUCCIONES,180000,-180000,0,0
0402A,16500,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",3000,0,3000,2930.82
0402B,16000,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1500,0,1500,0
0402B,16000,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",95,0,95,0
0402B,16000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,71,0,71,0
0402B,16000,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,95,0,95,0
0402B,16000,21900,REPAR/MANTEN. OTRO INMOVILIZADO MATERIAL,315608.13,-315608.13,0,0
0402B,16000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2000,0,2000,0
0402B,16000,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1500,-948.09,551.91,0
0402B,16000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1500,0,1500,1950.45
0402B,16000,22103,COMBUSTIBLES Y CARBURANTES,2360,0,2360,0
0402B,16000,22109,ÚTILES Y HERRAMIENTAS,85.5,0,85.5,0
0402B,16000,22199,OTROS SUMINISTROS,85.5,0,85.5,0
0402B,16000,22502,TRIBUTOS DE LAS ENTIDADES LOCALES,600000,0,600000,0
0402B,16000,22603,PUBLICACIÓN EN DIARIOS OFICIALES,750,0,750,593.69
0402B,16000,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",750,0,750,0
0402B,16000,22703,SERVICIOS POSTALES Y MENSAJERÍA,190,0,190,0
0402B,16000,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,60000,-18000,42000,31014.49
0402B,16000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,4987901.69,0,4987901.69,0
0402B,16000,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,380,0,380,0
0402B,16000,23020,DIETAS DEL PERSONAL NO DIRECTIVO,380,0,380,0
0402B,16000,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,380,0,380,0
0402B,16000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,380,0,380,0
0402B,16000,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,75000,380700,455700,4551.1
0402B,16000,61900,OTRAS REPOSICIONES DE USO GENERAL,1615658.1,-537225.43,1078432.67,214082.57
0402B,16000,62400,ELEMENTOS DE TRANSPORTE,0,18000,18000,0
0402B,16100,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,1120.15,0,1120.15,1120.15
0402B,16100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,2905.71,0,2905.71,0
0402B,16100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17453.52,0,17453.52,17628.24
0402B,16100,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,5447.25,0,5447.25,647.67
0402B,16100,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,6188.16,0,6188.16,6688.85
0402B,16100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,10975.24,0,10975.24,8731.74
0402B,16100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,13173.03,0,13173.03,11607.91
0402B,16100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,23902.64,0,23902.64,23313.3
0402B,16100,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,1047.72,0,1047.72,3273.48
0402B,16100,12300,RESIDENCIA PERSONAL FUNCIONARIO,4266.37,0,4266.37,3106.6
0402B,16100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,25641.36,0,25641.36,25900.15
0402B,16100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,24664.44,0,24664.44,24881.89
0402B,16100,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,184046.88,0,184046.88,183565.11
0402B,16100,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,6679.08,0,6679.08,5654.73
0402B,16100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",95,0,95,0
0402B,16100,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,71,0,71,0
0402B,16100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,95,0,95,0
0402B,16100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2000,0,2000,147.76
0402B,16100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",1500,0,1500,0
0402B,16100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2000,0,2000,433.66
0402B,16100,22103,COMBUSTIBLES Y CARBURANTES,2360,0,2360,0
0402B,16100,22109,ÚTILES Y HERRAMIENTAS,85.5,0,85.5,0
0402B,16100,22199,OTROS SUMINISTROS,85.5,0,85.5,0
0402B,16100,22603,PUBLICACIÓN EN DIARIOS OFICIALES,0,0,0,629.22
0402B,16100,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",750,0,750,0
0402B,16100,22699,OTROS GASTOS DIVERSOS,3432.5,0,3432.5,0
0402B,16100,22703,SERVICIOS POSTALES Y MENSAJERÍA,190,0,190,0
0402B,16100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,21580.92,0,21580.92,20709.64
0402B,16100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,380,0,380,0
0402B,16100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,380,0,380,0
0402B,16100,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,26100,0,26100,0
0402B,23100,48900,OTRAS TRANSFERENCIAS A FAMILIAS E INSTIT. SIN FINES DE LUCRO,300000,0,300000,0
0501A,92400,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11622.84,0,11622.84,10770.55
0501A,92400,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,8726.76,0,8726.76,8814.12
0501A,92400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,7532.88,0,7532.88,7240.5
0501A,92400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,11366.28,0,11366.28,11504.35
0501A,92400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,14641.56,0,14641.56,14082.89
0501A,92400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,31517.28,0,31517.28,30295
0501A,92400,12300,RESIDENCIA PERSONAL FUNCIONARIO,3100.32,0,3100.32,2989.8
0501A,92400,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,218495.76,0,218495.76,218969.14
0501A,92400,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",2000,0,2000,6622.23
0501A,92400,20800,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,2000,0,2000,0
0501A,92400,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,6000,0,6000,0
0501A,92400,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,2000,-1000,1000,3063.5
0501A,92400,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,500,0,500,0
0501A,92400,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,5000,-3000,2000,1233.2
0501A,92400,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",300,0,300,0
0501A,92400,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3000,-1000,2000,1431.08
0501A,92400,22105,PRODUCTOS ALIMENTICIOS,1000,0,1000,92.13
0501A,92400,22199,OTROS SUMINISTROS,6000,-2000,4000,1313.92
0501A,92400,22201,COMUNICACIONES POSTALES,200,0,200,0
0501A,92400,22300,GASTOS DE TRANSPORTES,5000,0,5000,1810.86
0501A,92400,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,3000,-2000,1000,0
0501A,92400,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,1000,0,1000,0
0501A,92400,22602,PUBLICIDAD Y PROPAGANDA,6000,25000,31000,25431.46
0501A,92400,22606,"REUNIONES, CONFERENCIAS Y CURSOS",20000,-15972.96,4027.04,0
0501A,92400,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,0
0501A,92400,22699,OTROS GASTOS DIVERSOS,32000,3913,35913,29009.25
0501A,92400,22700,LIMPIEZA Y ASEO,2000,0,2000,0
0501A,92400,22701,SEGURIDAD,4000,0,4000,642
0501A,92400,22703,SERVICIOS POSTALES Y MENSAJERÍA,4000,-1017.41,2982.59,0
0501A,92400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,0,0,0,11704.05
0501A,92400,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,6000,0,6000,0
0501A,92400,23020,DIETAS DEL PERSONAL NO DIRECTIVO,4000,0,4000,18.7
0501A,92400,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,4000,0,4000,30
0501A,92400,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,6000,0,6000,656.3
0501A,92400,64100,GASTOS EN APLICACIONES INFORMÁTICAS,0,15972.96,15972.96,15972.96
0502A,92000,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,1120.15,0,1120.15,0
0502A,92000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,8726.76,0,8726.76,16901.01
0502A,92000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,11499.75,0,11499.75,0
0502A,92000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,1722.72,0,1722.72,3440.6
0502A,92000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,9566.5,0,9566.5,9538.06
0502A,92000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,12873.34,0,12873.34,11967.22
0502A,92000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,23271.48,1815,25086.48,25085.96
0502A,92000,12300,RESIDENCIA PERSONAL FUNCIONARIO,3402.75,0,3402.75,2713.56
0502A,92000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,63998.46,0,63998.46,20662.94
0502A,92000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,57278.55,0,57278.55,25089.68
0502A,92000,13006,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL LABORAL,1284.24,0,1284.24,198.57
0502A,92000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,484554.12,0,484554.12,466063.07
0502A,92000,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,91311,0,91311,92557.01
0502A,92000,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,29482.56,0,29482.56,22557.28
0502A,92000,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,7000,-7000,0,0
0502A,92000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,2500,-2000,500,0
0502A,92000,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,2500,-2000,500,0
0502A,92000,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,3000,0,3000,0
0502A,92000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2000,0,2000,1460.6
0502A,92000,22199,OTROS SUMINISTROS,16000,-15000,1000,0
0502A,92000,22300,GASTOS DE TRANSPORTES,6000,-5200,800,0
0502A,92000,22602,PUBLICIDAD Y PROPAGANDA,4000,0,4000,0
0502A,92000,22603,PUBLICACIÓN EN DIARIOS OFICIALES,0,0,0,629.22
0502A,92000,22606,"REUNIONES, CONFERENCIAS Y CURSOS",8000,-8000,0,0
0502A,92000,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,17500,-15000,2500,535
0502A,92000,22699,OTROS GASTOS DIVERSOS,80000,-80000,0,0
0502A,92000,22701,SEGURIDAD,4000,-3000,1000,0
0502A,92000,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,4000,-4000,0,0
0502A,92000,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,500,0,500,0
0502A,92000,62400,ELEMENTOS DE TRANSPORTE,40000,1200,41200,2945.18
0502A,92000,64100,GASTOS EN APLICACIONES INFORMÁTICAS,3000,0,3000,0
0502B,23100,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,2000,0,2000,283.51
0502B,23100,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,600,0,600,0
0502B,23100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",100,0,100,991.25
0502B,23100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3000,0,3000,0
0502B,23100,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,3000,0,3000,1909.3
0502B,23100,22603,PUBLICACIÓN EN DIARIOS OFICIALES,600,0,600,0
0502B,23100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",0,0,0,2580.31
0502B,23100,22699,OTROS GASTOS DIVERSOS,10000,0,10000,18635.33
0502B,23100,22701,SEGURIDAD,300,0,300,0
0502B,23100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,4800,0,4800,0
0502B,23100,48000,ATENCIONES BENÉFICAS Y ASISTENCIALES,11600,0,11600,11599
0502B,23100,62500,MOBILIARIO,4000,0,4000,4000
0502B,32600,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,2000,0,2000,0
0502B,32600,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1600,0,1600,0
0502B,32600,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,6000,0,6000,2716.75
0502B,32600,22110,PRODUCTOS DE LIMPIEZA Y ASEO,500,0,500,0
0502B,32600,22300,GASTOS DE TRANSPORTES,1000,0,1000,0
0502B,32600,22603,PUBLICACIÓN EN DIARIOS OFICIALES,1000,0,1000,0
0502B,32600,22606,"REUNIONES, CONFERENCIAS Y CURSOS",4000,0,4000,4695
0502B,32600,22699,OTROS GASTOS DIVERSOS,22200,0,22200,30888.25
0502B,32600,62500,MOBILIARIO,4000,0,4000,3950.76
0502B,92400,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11622.84,0,11622.84,11739.12
0502B,92400,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,8726.76,0,8726.76,8086.89
0502B,92400,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,5447.25,0,5447.25,605.25
0502B,92400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,7670.4,0,7670.4,7607.72
0502B,92400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,12108.51,0,12108.51,10177.18
0502B,92400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,15476.07,0,15476.07,12785.28
0502B,92400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,29196.24,0,29196.24,25322.72
0502B,92400,12300,RESIDENCIA PERSONAL FUNCIONARIO,3966.39,0,3966.39,3110.87
0502B,92400,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,0,0,0,950.53
0502B,92400,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,0,0,0,1121.71
0502B,92400,13006,RECLAMACIONES LABORALES VÍA ADMINISTRATIVA,0,0,0,87.31
0502B,92400,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,175512.48,0,175512.48,176636.65
0502B,92400,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,2259.96,0,2259.96,1840.75
0502B,92400,20500,ARRENDAMIENTO DE MOBILIARIO Y ENSERES,1000,0,1000,856
0502B,92400,20800,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,3000,0,3000,1658.85
0502B,92400,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,10000,0,10000,16455.77
0502B,92400,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,2000,0,2000,0
0502B,92400,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",500,0,500,0
0502B,92400,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,700,0,700,0
0502B,92400,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,500,0,500,374.5
0502B,92400,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,5000,0,5000,3528.5
0502B,92400,22104,VESTUARIO,1200,0,1200,251.16
0502B,92400,22109,ÚTILES Y HERRAMIENTAS,500,0,500,0
0502B,92400,22199,OTROS SUMINISTROS,8000,0,8000,4899.98
0502B,92400,22300,GASTOS DE TRANSPORTES,35000,0,35000,24441.12
0502B,92400,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,100,0,100,0
0502B,92400,22602,PUBLICIDAD Y PROPAGANDA,1200,0,1200,1275.44
0502B,92400,22603,PUBLICACIÓN EN DIARIOS OFICIALES,3000,0,3000,1917.13
0502B,92400,22606,"REUNIONES, CONFERENCIAS Y CURSOS",0,0,0,428
0502B,92400,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,60500,12000,72500,79738.36
0502B,92400,22696,GASTOS DIVERSOS. INDEMNIZACIONES POR REVISIÓN DE OFICIO,0,0,0,1284
0502B,92400,22699,OTROS GASTOS DIVERSOS,53000,582.08,53582.08,38776.4
0502B,92400,22700,LIMPIEZA Y ASEO,0,0,0,561.75
0502B,92400,22701,SEGURIDAD,18000,0,18000,14073.71
0502B,92400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,200,0,200,0
0502B,92400,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1200,0,1200,1515
0502B,92400,48100,"PREMIOS, BECAS, PENSIONES PARA ESTUDIO E INVESTIGACIÓN",1400,0,1400,1400
0502B,92400,62500,MOBILIARIO,9000,0,9000,8989.27
0502C,23100,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,405,0,405,0
0502C,23100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",450,0,450,0
0502C,23100,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,218,0,218,0
0502C,23100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,405,0,405,0
0502C,23100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",105,0,105,0
0502C,23100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1620,0,1620,2637.08
0502C,23100,22300,GASTOS DE TRANSPORTES,2000,-2000,0,0
0502C,23100,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,1890,0,1890,1335.6
0502C,23100,22606,"REUNIONES, CONFERENCIAS Y CURSOS",500,0,500,0
0502C,23100,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,1200,0,1200,1160.95
0502C,23100,22699,OTROS GASTOS DIVERSOS,6870,-3000,3870,3573.8
0502C,23100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,6000,0,6000,0
0502C,23100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,500,0,500,0
0502C,23100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1215,-1000,215,0
0502C,23100,48000,ATENCIONES BENÉFICAS Y ASISTENCIALES,20600,0,20600,20600
0502C,23100,62500,MOBILIARIO,0,6000,6000,0
0502C,32600,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,450,0,450,0
0502C,32600,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,450,0,450,0
0502C,32600,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",400,0,400,0
0502C,32600,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,400,0,400,0
0502C,32600,22199,OTROS SUMINISTROS,630,0,630,0
0502C,32600,22300,GASTOS DE TRANSPORTES,3000,0,3000,1843.7
0502C,32600,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,1000,0,1000,0
0502C,32600,22606,"REUNIONES, CONFERENCIAS Y CURSOS",810,0,810,0
0502C,32600,22609,ACTIVIDADES CULTURALES Y DEPORTIVAS,4475,0,4475,2000
0502C,32600,22699,OTROS GASTOS DIVERSOS,15000,-802.5,14197.5,19986.66
0502C,32600,22701,SEGURIDAD,810,0,810,0
0502C,32600,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1000,0,1000,0
0502C,32600,62500,MOBILIARIO,0,802.5,802.5,802.5
0502C,92400,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,34868.52,0,34868.52,33144.56
0502C,92400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,11680.8,0,11680.8,10689.9
0502C,92400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,16197.12,0,16197.12,18580.02
0502C,92400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,19970.76,0,19970.76,22748.02
0502C,92400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,42267.36,6840,49107.36,49104.79
0502C,92400,12106,COMPLEMENTO PERSONAL TRANSITORIO PERSONAL FUNCIONARIO,11039.04,0,11039.04,9477.99
0502C,92400,12300,RESIDENCIA PERSONAL FUNCIONARIO,5097.6,0,5097.6,4845.64
0502C,92400,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,18315.24,0,18315.24,18190.12
0502C,92400,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,19000.08,0,19000.08,19194
0502C,92400,13500,RETRIBUCIONES LABORAL INDEFINIDO EN PUESTO DE FUNCIONARIO,109002.96,0,109002.96,112459.71
0502C,92400,13600,COMPLEMENTO DE GARANTÍA RETRIBUTIVA,4848.96,0,4848.96,3401.16
0502C,92400,20300,"ARRENDAMIENTO MAQUINARIA, INSTALACIONES Y UTILLAJE",15000,0,15000,0
0502C,92400,20800,ARRENDAMIENTO DE OTRO INMOVILIZADO MATERIAL,6100,0,6100,19794.59
0502C,92400,21000,REPAR/MANTEN. INFR ESTRUCTURA Y BIENES NATURALES,10000,0,10000,2999.22
0502C,92400,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,7315,0,7315,6999.2
0502C,92400,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,450,0,450,122.01
0502C,92400,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",450,0,450,0
0502C,92400,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,5057,0,5057,6169.77
0502C,92400,22104,VESTUARIO,600,0,600,0
0502C,92400,22109,ÚTILES Y HERRAMIENTAS,485,0,485,0
0502C,92400,22199,OTROS SUMINISTROS,500,0,500,0
0502C,92400,22300,GASTOS DE TRANSPORTES,12500,0,12500,7116.04
0502C,92400,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,1215,0,1215,0
