#Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas,Disponible de Remanentes por aplicación
0450A,91200,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,22719.36,-3274.6,19444.76,19444.76,
0450B,33400,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,39925.8,-9365.94,30559.86,28558.04,
0450B,33400,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,60481.68,-3493.24,56988.44,56988.44,
0450B,33400,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7191.0,,7191.0,7191.0,
0450B,33400,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,6581.64,,6581.64,6581.64,
0450B,33400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,33198.96,-5343.83,27855.13,27855.13,
0450B,33400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,47044.56,-4420.44,42624.12,42454.08,
0450B,33400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,69305.64,-5722.51,63583.13,63170.37,
0450B,33400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,97332.48,-16213.72,81118.76,81118.76,
0450B,33400,12300,RESIDENCIA PERSONAL FUNCIONARIO,18039.12,-2319.14,15719.98,15719.98,
0450B,33400,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,133862.76,-4083.01,129779.75,129436.82,
0450B,33400,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,122101.2,-1647.56,120453.64,120166.79,
0450B,33400,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,21947.28,-0.12,21947.16,21947.16,
0450B,33400,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,21011.4,,21011.4,24225.8,
0450B,33400,44900,OTRAS SUBV. A ENTES PÚBL.SOC. MERCANTILES DE LA ENT. LOCAL,4013600.0,491000.0,4504600.0,4504600.0,
0450B,33400,48901,OTRAS TRANSFERENCIAS AUDITORIO ALFREDO KRAUSS,200000.0,,200000.0,200000.0,
0450B,33400,48906,OTRAS TRANSFERENCIAS TEATRO PÉREZ GALDÓS,800000.0,,800000.0,800000.0,
0450B,33400,48913,OTRAS TRANSFERENCIAS MUSEO NÉSTOR,210000.0,,210000.0,210000.0,
0450B,33400,48922,OTRAS TRANSFERENCIAS ROMERÍA DEL ROSARIO,6000.0,-6000.0,,,
0450B,33400,48923,OTRAS TRANSFERENCIAS AMIGOS DE LA ÓPERA,275000.0,,275000.0,275000.0,
0450B,33400,48924,OTRAS TRANSFERENCIAS MUSEO CANARIO,40000.0,,40000.0,40000.0,
0450B,33400,48925,OTRAS TRANSFERENCIAS ESCUELA LUJÁN PÉREZ,6000.0,,6000.0,6000.0,
0450B,33400,48926,OTRAS TRANSFERENCIAS R.S. ECONÓM. AMIGOS DEL PAÍS,6000.0,,6000.0,6000.0,
0450B,33400,48927,OTRAS TRANSFERENCIAS GABINETE LITERARIO,6000.0,,6000.0,6000.0,
0450B,33400,48928,OTRAS TRANSFERENCIAS SOCIEDAD FILARMÓNICA L.P.G.C.,8000.0,,8000.0,,
0450B,33400,48929,OTRAS TRANSFERENCIAS AMIGOS CANARIOS DE LA ZARZUELA,5400.0,,5400.0,5400.0,
0450B,33400,87000,APORTACIONES A FUNDACIONES,875600.0,,875600.0,875516.0,
0450C,33104,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,-1024.05,12284.55,9981.45,
0450C,33104,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,,,,2303.1,
0450C,33104,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,5548.56,-1368.79,4179.77,4179.77,
0450C,33104,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,9988.8,-2497.2,7491.6,7491.6,
0450C,33104,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,15522.48,-3880.62,11641.86,11641.86,
0450C,33104,12300,RESIDENCIA PERSONAL FUNCIONARIO,2058.48,-514.62,1543.86,1543.86,
0450C,33104,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,448008.48,-23546.48,424462.0,424780.94,
0450C,33104,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,424575.97,-11936.03,412639.94,412321.0,
0451A,32000,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,23015.52,,23015.52,24933.48,
0451A,32000,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,8640.24,,8640.24,10080.28,
0451A,32000,12004,SUELDOS PERSONAL FUNCIONARIO GRUPO C2,7191.0,,7191.0,7191.0,
0451A,32000,12005,SUELDOS PERSONAL FUNCIONARIO GRUPO E,6581.64,,6581.64,6581.64,
0451A,32000,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,12711.48,,12711.48,12926.28,
0451A,32000,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,18705.84,,18705.84,18741.64,
0451A,32000,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,24483.24,,24483.24,26196.68,
0451A,32000,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,38635.8,3156.4,41792.2,41792.2,
0451A,32000,12300,RESIDENCIA PERSONAL FUNCIONARIO,6905.28,,6905.28,7416.88,
0451A,32000,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,501658.74,-13470.34,488188.4,479628.33,
0451A,32000,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,426325.14,,426325.14,434709.5,
0451A,32000,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,80542.08,-14850.58,65691.5,60526.96,
0451A,32000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,681686.52,-7543.06,674143.46,663732.0,
0451A,32000,21500,REPAR/MANTEN. MOBILIARIO Y ENSERES,,,,693.03,
0451A,32000,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,5000.0,,5000.0,4998.81,
0451A,32000,22104,VESTUARIO,8000.0,,8000.0,3589.43,
0451A,32000,22110,PRODUCTOS DE LIMPIEZA Y ASEO,,,,97.18,
0451A,32000,22602,PUBLICIDAD Y PROPAGANDA,,,,,
0451A,32000,22699,OTROS GASTOS DIVERSOS,3000.0,,3000.0,6518.3,
0451A,32000,44200,SUBV. PARA REDUCIR EL PRECIO A PAGAR POR LOS CONSUMIDORES,440083.43,,440083.43,440083.43,
0451A,32100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,4672201.0,,4672201.0,4461130.9,
0451A,32101,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,1665098.9,,1665098.9,1665910.16,
0451A,32101,22700,LIMPIEZA Y ASEO,6274250.07,,6274250.07,6600741.99,
0451A,32101,22701,SEGURIDAD,700000.0,,700000.0,802911.76,
0451A,32300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1460512.59,,1460512.59,949297.37,
0451A,32300,48915,OTRAS TRANSFERENCIAS FUNDACIÓN U.N.E.D.,70000.0,,70000.0,70000.0,
0451A,32300,78900,OTRAS TRANSFERENCIAS DE CAPITAL,55000.0,,55000.0,50037.63,
0451A,32301,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,323176.92,-15650.94,307525.98,302774.52,
0451A,32301,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,316852.32,,316852.32,322467.22,
0451A,32301,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,83577.48,-43666.13,39911.35,48965.98,
0451A,32400,48100,"PREMIOS, BECAS, PENSIONES PARA ESTUDIO E INVESTIGACIÓN",202875.98,40000.0,242875.98,180414.88,5028.62
0451A,32400,48600,TRANSF. CTES. A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO,,12000.0,12000.0,1476.33,
0451A,32400,48914,OTRAS TRANSFERENCIAS FUNDACIÓN U.L.P.G.C.,12000.0,,12000.0,12000.0,
0451A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,57888.0,-3359.13,54528.87,54528.87,
0452A,34000,41000,TRANSFERENCIAS CTES. A ORGANISMOS AUTÓNOMOS DE LA ENTIDAD LO,4040000.0,,4040000.0,3892386.75,
0452A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,59139.72,-3185.28,55954.44,55954.44,
0452A,91200,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,45563.4,-2249.56,43313.84,42532.74,
0550A,91200,10000,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,57888.0,,57888.0,54528.87,
0550A,91200,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,43730.88,-6549.42,37181.46,17712.84,
0550A,92000,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,,,,22827.75,
0550B,17100,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,13425.72,-3526.57,9899.15,9899.15,
0550B,17100,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,17257.26,
0550B,17100,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,9815.64,,9815.64,9008.06,
0550B,17100,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,12797.34,,12797.34,11715.9,
0550B,17100,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,18478.12,,18478.12,17190.11,
0550B,17100,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,25052.24,-3554.55,21497.69,21497.69,
0550B,17100,12300,RESIDENCIA PERSONAL FUNCIONARIO,4737.2,,4737.2,4217.9,
0550B,17100,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,45876.72,-3554.16,42322.56,42077.3,
0550B,17100,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,37361.28,,37361.28,37980.2,
0550B,17100,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,101294.76,-34191.06,67103.7,67103.7,
0550B,17100,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,379128.48,,379128.48,382474.37,
0550B,17100,20300,"ARRENDAMIENTOS MAQUINARIA, INSTALACIONES Y UTILLAJE",5130.0,-1600.0,3530.0,,
0550B,17100,20900,CÁNONES,,,,,
0550B,17100,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,40000.0,-14336.0,25664.0,7184.35,
0550B,17100,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",500.0,,500.0,,
0550B,17100,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,400.0,,400.0,,
0550B,17100,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000.0,,1000.0,65.07,
0550B,17100,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",200.0,,200.0,379.9,
0550B,17100,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,950.0,,950.0,,
0550B,17100,22101,AGUA,4071922.22,,4071922.22,3728103.2,
0550B,17100,22104,VESTUARIO,3000.0,,3000.0,,
0550B,17100,22109,ÚTILES Y HERRAMIENTAS,1000.0,,1000.0,,
0550B,17100,22199,OTROS SUMINISTROS,15000.0,-6114.22,8885.78,,
0550B,17100,22201,COMUNICACIONES POSTALES,100.0,,100.0,,
0550B,17100,22602,PUBLICIDAD Y PROPAGANDA,600.0,,600.0,,
0550B,17100,22699,OTROS GASTOS DIVERSOS,500.0,,500.0,198.0,
0550B,17100,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,3000.0,,3000.0,,
0550B,17100,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,11725226.29,,11725226.29,9734908.48,
0550B,17100,23020,DIETAS DEL PERSONAL NO DIRECTIVO,400.0,,400.0,,
0550B,17100,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,1500.0,,1500.0,,
0550B,17100,35200,INTERESES DE DEMORA,100.0,,100.0,,
0550B,17100,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",,6114.22,6114.22,,
0550B,24102,60900,OTRAS INVERSIONES NUEVAS EN INFRAEST. Y BIENES DE USO GNRAL.,,682364.47,682364.47,682307.0,22293.33
0550C,16200,10100,RETRIBUCIONES BÁSICAS PERSONAL DIRECTIVO,60021.71,,60021.71,58581.7,
0550C,16200,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,3238506.97,,3238506.97,2022818.06,
0550C,16200,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,99761.15,,99761.15,61232.58,
0550C,16200,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,1821734.51,,1821734.51,1349336.49,
0550C,16200,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,80775.08,,80775.08,56098.72,
0550C,16200,13005,CLASIFICACIONES POR SENTENCIAS Y PAGO DE INTERESES,,,,151.49,
0550C,16200,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,180710.57,,180710.57,1060647.08,
0550C,16200,13101,SUSTITUCIONES I.T. LABORALES,29721.86,,29721.86,56724.79,
0550C,16200,13102,OTRAS RETRIBUCIONES PERSONAL LABORAL TEMPORAL,108443.72,,108443.72,794312.25,
0550C,16200,16000,SEGURIDAD SOCIAL,1864045.12,,1864045.12,1644648.41,
0550C,16200,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,675.0,,675.0,60.0,
0550C,16200,16205,SEGUROS,13850.0,-5567.0,8283.0,,
0550C,16200,20300,"ARRENDAMIENTOS MAQUINARIA, INSTALACIONES Y UTILLAJE",127158.01,,127158.01,122807.41,
0550C,16200,20400,ARRENDAMIENTOS DE MATERIAL DE TRANSPORTE,75181.15,,75181.15,71660.06,
0550C,16200,20500,ARRENDAMIENTOS DE MOBILIARIO Y ENSERES,5893.56,,5893.56,7400.26,
0550C,16200,21000,REPAR/MANTEN. INFRAESTRUCTURA Y BIENES NATURALES,750.0,,750.0,,
0550C,16200,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,650.0,,650.0,7779.93,
0550C,16200,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",61294.55,,61294.55,3492.71,
0550C,16200,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,330395.04,,330395.04,278359.41,
0550C,16200,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,3400.0,,3400.0,3494.42,
0550C,16200,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",850.0,,850.0,449.4,
0550C,16200,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,2423.0,,2423.0,,
0550C,16200,22103,COMBUSTIBLES Y CARBURANTES,1110920.42,,1110920.42,783128.02,
0550C,16200,22104,VESTUARIO,91937.95,,91937.95,30433.38,
0550C,16200,22109,ÚTILES Y HERRAMIENTAS,6849.0,,6849.0,10484.15,
0550C,16200,22110,PRODUCTOS DE LIMPIEZA Y ASEO,18044.87,,18044.87,,
0550C,16200,22202,COMUNICACIONES TELEGRÁFICAS,450.0,,450.0,1380.7,
0550C,16200,22401,PRIMAS DE SEGUROS. VEHICULOS,36594.4,,36594.4,13336.3,
0550C,16200,22502,TRIBUTOS DE LAS ENTIDADES LOCALES,1084819.5,,1084819.5,,
0550C,16200,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",350.0,,350.0,179.96,
0550C,16200,22699,OTROS GASTOS DIVERSOS,7500.0,,7500.0,489.0,
0550C,16200,22700,LIMPIEZA Y ASEO,2000.0,,2000.0,,
0550C,16200,22701,SEGURIDAD,165334.2,,165334.2,195607.2,
0550C,16200,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,4762901.89,,4762901.89,5553681.98,
0550C,16200,23010,DIETAS DEL PERSONAL DIRECTIVO,150.0,,150.0,,
0550C,16200,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,150.0,,150.0,,
0550C,16200,35200,INTERESES DE DEMORA,150.0,,150.0,,
0550C,16200,63300,"REPOSICIÓN DE MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",1750.0,,1750.0,2505.26,
0550C,16300,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,4126238.76,,4126238.76,2540348.34,
0550C,16300,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,164856.36,,164856.36,109733.12,
0550C,16300,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,2409448.09,,2409448.09,1327978.74,
0550C,16300,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,115000.0,,115000.0,74197.63,
0550C,16300,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,500793.15,,500793.15,2237632.38,
0550C,16300,13101,SUSTITUCIONES I.T. LABORALES,55610.64,,55610.64,91343.0,
0550C,16300,13102,OTRAS RETRIBUCIONES PERSONAL LABORAL TEMPORAL,333862.1,,333862.1,1841778.78,
0550C,16300,16000,SEGURIDAD SOCIAL,2509648.08,,2509648.08,2867237.27,
0550C,16300,16200,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,675.0,,675.0,,
0550C,16300,16205,SEGUROS,13850.0,-5567.0,8283.0,,
0550C,16300,20300,"ARRENDAMIENTOS MAQUINARIA, INSTALACIONES Y UTILLAJE",4872.29,,4872.29,5947.49,
0550C,16300,20400,ARRENDAMIENTOS DE MATERIAL DE TRANSPORTE,43467.68,,43467.68,42955.08,
0550C,16300,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,650.0,,650.0,542.65,
0550C,16300,21300,"REPAR/MANTEN. MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",37942.2,,37942.2,18980.97,
0550C,16300,21400,REPAR/MANTEN. ELEMENTOS DE TRANSPORTE,186044.29,,186044.29,186695.94,
0550C,16300,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2495.0,,2495.0,7262.88,
0550C,16300,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",375.0,,375.0,145.27,
0550C,16300,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,975.0,,975.0,3396.2,
0550C,16300,22103,COMBUSTIBLES Y CARBURANTES,117844.21,,117844.21,59679.97,
0550C,16300,22104,VESTUARIO,123382.9,,123382.9,106364.06,
0550C,16300,22109,ÚTILES Y HERRAMIENTAS,4416.0,,4416.0,6625.34,
0550C,16300,22110,PRODUCTOS DE LIMPIEZA Y ASEO,59745.0,,59745.0,49760.51,
0550C,16300,22202,COMUNICACIONES TELEGRÁFICAS,450.0,,450.0,,
0550C,16300,22401,PRIMAS DE SEGUROS. VEHICULOS,26325.0,,26325.0,16056.54,
0550C,16300,22604,"GASTOS JURÍDICOS, CONTENCIOSOS",31315.0,,31315.0,30000.0,
0550C,16300,22699,OTROS GASTOS DIVERSOS,7500.0,,7500.0,5847.03,
0550C,16300,22700,LIMPIEZA Y ASEO,2219.42,,2219.42,2261.69,
0550C,16300,22701,SEGURIDAD,109623.76,,109623.76,133117.92,
0550C,16300,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,8381382.91,,8381382.91,8300635.16,
0550C,16300,23010,DIETAS DEL PERSONAL DIRECTIVO,150.0,,150.0,,
0550C,16300,23110,LOCOMOCIONES DEL PERSONAL DIRECTIVO,150.0,,150.0,,
0550C,16300,35200,INTERESES DE DEMORA,150.0,,150.0,,
0550C,16300,63300,"REPOSICIÓN DE MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",1750.0,,1750.0,,
0550C,16301,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,356811.0,,356811.0,100420.95,
0550C,16301,13001,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,16111.13,,16111.13,299.1,
0550C,16301,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,488452.28,,488452.28,201126.19,
0550C,16301,13004,PREVISIÓN PAGO DE SENTENCIAS JURISD. LABORAL,76000.0,,76000.0,968.7,
0550C,16301,13005,CLASIFICACIONES POR SENTENCIAS Y PAGO DE INTERESES,,,,134.99,
0550C,16301,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,167172.98,160000.0,327172.98,216162.75,
0550C,16301,13101,SUSTITUCIONES I.T. LABORALES,4214.64,,4214.64,,
0550C,16301,13102,OTRAS RETRIBUCIONES PERSONAL LABORAL TEMPORAL,97750.84,,97750.84,329381.92,
0550C,16301,16000,SEGURIDAD SOCIAL,428123.05,,428123.05,,
0550C,16301,16205,SEGUROS,5885.0,-2366.0,3519.0,,
0550D,16500,12000,SUELDOS PERSONAL FUNCIONARIO GRUPO A1,13308.6,-13308.6,,,
0550D,16500,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,,,,,
0550D,16500,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,5249.88,-5249.88,,,
0550D,16500,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,9988.8,-9988.8,,,
0550D,16500,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,13730.04,-13730.04,,,
0550D,16500,12300,RESIDENCIA PERSONAL FUNCIONARIO,2058.48,-2058.48,,,
0550D,16500,13000,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,312058.71,-21792.61,290266.1,290266.1,
0550D,16500,13002,OTRAS REMUNERACIONES PERSONAL LABORAL FIJO,301981.61,-2030.72,299950.89,299950.89,
0550D,16500,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,228207.84,-67624.56,160583.28,160583.28,
0550D,16500,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,500692.2,-10410.27,490281.93,490281.93,
0550D,16500,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,,
0550D,16500,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,1000.0,,1000.0,,
0550D,16500,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,1500.0,,1500.0,1499.46,
0550D,16500,22100,ENERGÍA ELÉCTRICA,6383664.14,-13126.77,6370537.37,6197116.48,
0550D,16500,22104,VESTUARIO,14000.0,,14000.0,13997.56,
0550D,16500,22109,ÚTILES Y HERRAMIENTAS,2500.0,,2500.0,2499.97,
0550D,16500,22199,OTROS SUMINISTROS,282551.91,-12801.73,269750.18,218650.63,
0550D,16500,22699,OTROS GASTOS DIVERSOS,2000.0,,2000.0,590.0,
0550D,16500,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,628360.95,,628360.95,618032.03,
0550D,16500,62300,"MAQUINARIA, INSTALACIONES TÉCNICAS Y UTILLAJE",3000.0,,3000.0,2999.03,
0550E,92400,12001,SUELDOS PERSONAL FUNCIONARIO GRUPO A2,11507.76,,11507.76,,
0550E,92400,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,10053.96,
0550E,92400,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,6647.88,,6647.88,2043.34,
0550E,92400,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,11941.92,,11941.92,11677.36,
0550E,92400,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,18392.28,23891.32,42283.6,57724.62,
0550E,92400,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,24338.52,-17437.43,6901.09,6901.09,
0550E,92400,12300,RESIDENCIA PERSONAL FUNCIONARIO,4456.8,,4456.8,1614.18,
0550E,92400,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,138564.0,,138564.0,149870.09,
0550E,92400,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,92857.8,,92857.8,92556.69,
0550E,92400,21200,REPAR/MANTEN. EDIFICIOS Y OTRAS CONSTRUCCIONES,,3700.0,3700.0,3700.0,
0550E,92400,21500,REPAR/MANTEN. MOBILIARIO,200.0,,200.0,2264.99,
0550E,92400,21600,REPAR/MANTEN. EQUIPOS PARA PROCESOS DE INFORMACIÓN,200.0,,200.0,,
0550E,92400,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,2000.0,,2000.0,307.92,
0550E,92400,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",800.0,-800.0,,,
0550E,92400,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,3000.0,,3000.0,2304.11,
0550E,92400,22105,PRODUCTOS ALIMENTICIOS,500.0,-500.0,,,
0550E,92400,22201,COMUNICACIONES POSTALES,200.0,,200.0,,
0550E,92400,22300,GASTOS DE TRANSPORTES,3000.0,-800.0,2200.0,2000.0,
0550E,92400,22403,PRIMAS DE SEGUROS. OTROS RIESGOS,2000.0,-2000.0,,,
0550E,92400,22601,ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS,1500.0,-1058.13,441.87,,
0550E,92400,22602,PUBLICIDAD Y PROPAGANDA,2000.0,-2000.0,,358.45,
0550E,92400,22606,"REUNIONES, CONFERENCIAS Y CURSOS",2000.0,,2000.0,,
0550E,92400,22699,OTROS GASTOS DIVERSOS,18000.0,4040.0,22040.0,41514.88,
0550E,92400,22701,SEGURIDAD,2000.0,,2000.0,766.46,
0550E,92400,22703,SERVICIOS POSTALES Y MENSAJERÍA,3000.0,,3000.0,284.28,
0550E,92400,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,7000.0,,7000.0,,
0550E,92400,23000,DIETAS DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,3000.0,,3000.0,,
0550E,92400,23020,DIETAS DEL PERSONAL NO DIRECTIVO,2100.0,,2100.0,,
0550E,92400,23100,LOCOMOCIONES DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO,3000.0,,3000.0,,
0550E,92400,23120,LOCOMOCIONES DEL PERSONAL NO DIRECTIVO,2100.0,,2100.0,337.5,
0550F,16900,12003,SUELDOS PERSONAL FUNCIONARIO GRUPO C1,17280.48,,17280.48,17257.26,
0550F,16900,12006,TRIENIOS DEL PERSONAL FUNCIONARIO,5857.56,-297.51,5560.05,5560.05,
0550F,16900,12009,OTRAS RETRIBUCIONES BÁSICAS PERSONAL FUNCIONARIO,6967.08,,6967.08,6944.33,
0550F,16900,12100,COMPLEMENTO DE DESTINO PERSONAL FUNCIONARIO,10013.88,-210.14,9803.74,9803.74,
0550F,16900,12101,COMPLEMENTO ESPECÍFICO PERSONAL FUNCIONARIO,11689.2,,11689.2,11673.83,
0550F,16900,12300,RESIDENCIA PERSONAL FUNCIONARIO,2774.4,,2774.4,2770.67,
0550F,16900,13100,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,67310.04,-4763.01,62547.03,62547.03,
0550F,16900,13300,RETRIBUCIONES PERSONAL LABORAL INDEFINIDO,24297.0,,24297.0,24197.14,
0550F,16900,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,900.0,,900.0,810.65,
0550F,16900,22699,OTROS GASTOS DIVERSOS,1000.0,,1000.0,,
0550F,16900,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES,1419200.0,,1419200.0,1419874.24,
0550F,16900,23020,DIETAS DEL PERSONAL NO DIRECTIVO,900.0,,900.0,,
